id,requirement
Prj-6 - PR-317,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.'
Prj-6 - PR-318,Only authorized users shall have access to students' personal information.'
Prj-6 - PR-319,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.'
Prj-6 - PR-320,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.'
Prj-6 - PR-321,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.'
Prj-6 - PR-322,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.'
Prj-6 - PR-323,The system shall protect private information in accordance with the organization's information policy.'
Prj-6 - PR-324,The system shall be built such that it is as secure as possible from malicious interference.'
Prj-6 - PR-325,The system shall use the organization's standard virus protection software to help monitor threats to itself.'
Prj-6 - PR-326,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.'
Prj-6 - PR-327,All screens created as part of the Disputes application must comply with corporate standards for interface creation.'
Prj-6 - PR-328,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.'
Prj-6 - PR-329,100\% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.'
Prj-6 - PR-330,100\% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.'
Prj-6 - PR-331,100\% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.'
Prj-6 - PR-332,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.'
Prj-6 - PR-333,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.'
Prj-6 - PR-334,The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday - Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST'
Prj-6 - PR-335,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database'
Prj-6 - PR-336,The Disputes application shall interface with the Cardmember Information Database.  The Cardmember Information Database provides detailed information with regard to a cardmember.  All cardmember detail information must be obtained from the Cardmember Information Database.'
Prj-6 - PR-337,The Disputes applications shall interface with the Merchant Information Database.  The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.'
Prj-6 - PR-338,The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.'
Prj-6 - PR-339,The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant‘s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.'
Prj-6 - PR-340,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.'
Prj-6 - PR-341,Only users with Update access must be able to initiate dispute requests.'
Prj-6 - PR-342,The Disputes application shall ensure that only authorized users are allowed to logon to the application.'
Prj-6 - PR-343,All authorized users  once authenticated must be able to logon to the Disputes System'
Prj-6 - PR-344,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user's access level.  The report will be reviewed for auditing purposes.'
Prj-6 - PR-345,All additions of new users and modifications to user's access shall be recorded on the User Report.'
Prj-6 - PR-346,If a user account is revoked  it can only be re-instantiated by the System Administrator.'
Prj-6 - PR-347,Only the System Administrator shall be able to reset a revoked user logon account'
Prj-6 - PR-348,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.'
Prj-6 - PR-349,All updates to data files or database must be initiated from the Disputes System.'
Prj-6 - PR-350,The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.'
Prj-7 - PR-351,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.'
Prj-7 - PR-352,The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.'
Prj-7 - PR-353,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.'
Prj-7 - PR-354,The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.'
Prj-7 - PR-355,All actions that modify an existing dispute case must be recorded in the case history.'
Prj-7 - PR-356,The product must support Internet Explorer 5.5 and above.'
Prj-7 - PR-357,The product must support Mozilla Firefox 1.0 and above.'
Prj-7 - PR-358,The product shall interface with the Choice Parts System.  This provides the feed of recycled parts data.'
Prj-7 - PR-359,The product shall run on the existing hardware for all environments.'
Prj-7 - PR-360,The product shall adhere to the corporate Architecture guidelines'
Prj-7 - PR-361,The product shall comply with corporate User Interface Guidelines'
Prj-7 - PR-362,The product shall comply with corporate color scheme'
Prj-7 - PR-363,The appearance of the product shall appear professional'
Prj-7 - PR-364,The product shall be easy to use by Adjusters and Collision Estimators.  95\% of Adjusters and Collision Estimators shall find the product easy to use.'
Prj-7 - PR-365,The product shall increase productivity of Collision Estimators. 80\% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.'
Prj-7 - PR-366,Users shall feel satisfied using the product.  85\% of all users will be satisfied with the product.'
Prj-7 - PR-367,The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training'
Prj-7 - PR-368,The user shall easily locate instructions while using the product.  User help can be found within 90\% of the system.'
Prj-7 - PR-369,The search for recycled parts shall take no longer than 15 seconds.  The search results shall be returned in under 15 seconds.'
Prj-7 - PR-370,The search for the preferred repair facility shall take no longer than 8 seconds.  The preferred repair facility is returned within 8 seconds'
Prj-7 - PR-371,The recycled parts audit report shall be returned to the user within 10 seconds.  The audit report shall be returned within 10 seconds.'
Prj-7 - PR-372,The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.'
Prj-7 - PR-373,The product shall adhere to the corporate online availability schedule.  The application is brought down only within 98\% of the scheduled outages per the availability schedule.'
Prj-8 - PR-374,The product shall achieve a 98\% uptime. The product shall not fail more than 2\% of the available online time.'
Prj-8 - PR-375,The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.'
Prj-8 - PR-376,The average number of recycled parts records per day shall be 50 000.'
Prj-8 - PR-377,The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.'
Prj-8 - PR-378,For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.'
Prj-8 - PR-379,The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.'
Prj-8 - PR-380,The maintenance of the product will fall within the established corporate maintenance windows.'
Prj-8 - PR-381,The product shall be supported using the corporate support center.'
Prj-8 - PR-382,Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.'
Prj-8 - PR-383,Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.'
Prj-8 - PR-384,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.'
Prj-8 - PR-385,Only collision estimators shall search for recycled parts.  Users without the collision estimator role shall not have access to the search for recycled parts.'
Prj-8 - PR-386,Only valid data shall be entered into the system.  No invalid data shall be entered into the system.'
Prj-8 - PR-387,One insurance company shall not be able to view another insurance companys claim data.'
Prj-8 - PR-388,The product shall free of computer viruses.'
Prj-8 - PR-389,The system shall prevent malicious attacks including denial of service.'
Prj-8 - PR-390,The product must comply with Sarbanes-Oxley.'
Prj-8 - PR-391,The product shall comply with the estimatics laws relating to recycled parts usage.'
Prj-8 - PR-392,The product shall comply with insurance regulations regarding claims processing.'
Prj-8 - PR-393,The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.'
Prj-8 - PR-394,The product will function alongside server software on any operating system where the Java runtime can be installed.'
Prj-8 - PR-395,The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.'
Prj-8 - PR-396,The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.'
Prj-8 - PR-397,A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.'
Prj-8 - PR-398,The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo  branding  and identity'
Prj-8 - PR-399,The product shall have a conservative and professional appearance.'
Prj-8 - PR-400,The product shall make the users want to use it. 80\% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.'
Prj-8 - PR-401,The product shall be easy to use. 90\% of users will be able to successfully reserve a conference room within 5 minutes of product use.'
Prj-8 - PR-402,The product shall give users feedback when necessary. 80\% of the users surveyed report that the product accurately confirms their actions.'
Prj-8 - PR-403,The product shall allow the user to select a chosen language from one of the target market countries.'
Prj-8 - PR-404,The product shall allow for customization of start page and views preferences.'
Prj-8 - PR-405,An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.'
Prj-8 - PR-406,The product shall use a standard navigation menu familiar to most web users.'
Prj-8 - PR-407,The product shall allow for intuitive searching of available conference rooms.'
Prj-8 - PR-408,The product shall conform to the Americans with Disabilities Act.'
Prj-8 - PR-409,The response shall be fast enough to avoid interrupting the user's flow of thought.  90\% of tasks shall complete within 5 seconds.  98\% of tasks shall complete within 8 seconds.'
Prj-8 - PR-410,Aside from server failure  the software product shall achieve 99.99\% up time.'
Prj-8 - PR-411,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.'
Prj-8 - PR-412,The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.'
Prj-8 - PR-413,The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.'
Prj-8 - PR-414,The product shall be expected to operate for at least 5 years for each customer installation.'
Prj-8 - PR-415,The product shall be used in office environments.'
Prj-8 - PR-416,The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80\% of all HTML browsers tested (minimum is to test 8 browsers).'
Prj-8 - PR-417,The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100\% of all transactions.'
Prj-8 - PR-418,The product must be able to interface with various email servers. The product shall be able to send email.'
Prj-8 - PR-419,The product shall be available for distribution via the Internet as a binary or ZIP file.'
Prj-8 - PR-420,The product shall be available for distribution as a packaged CD.'
Prj-8 - PR-421,The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.'
Prj-8 - PR-422,A new user must be able to be added to the system within 10 minutes.  90\% of new users are able to log into the system within 10 minutes.'
Prj-8 - PR-423,The product must be designed using Design Patterns and coding best practices.  90\% of maintenance software developers are able to integrate new functionality into the product with 2 working days.'
Prj-8 - PR-424,The product must be highly configurable for use with various database management systems for the end users.  80\% of end users are able to integrate new database management systems with the product without changing the product's software code.'
Prj-8 - PR-425,Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80\% of the customer base to install.'
Prj-8 - PR-426,Every registered user will have access to the product's support site via the Internet.  70\% of registered users shall find a solution to their problem within 5 minutes of using the support site.'
Prj-8 - PR-427,The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.'
Prj-8 - PR-428,The product shall be translated into foreign languages other than the target market countries' languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market's language.'
Prj-8 - PR-429,The product is expected to integrate with multiple database management systems.  The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.'
Prj-8 - PR-430,The product shall be able to be installed in any operating environment within 2 days.'
Prj-8 - PR-431,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100\% of all logons shall be by either company employees or external users with company-approved user IDs.'
Prj-8 - PR-432,Only managers are able to perform search queries for reservations by user.  100\% of all search queries for reservations by user shall be from logons of only management logons.'
Prj-8 - PR-433,The product shall ensure that the database's data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.'
Prj-8 - PR-434,The product shall prevent the input of malicious data.  The product and/or adjacent hardware/software systems' data shall remain 100\% uncorrupted each time malicious data is input into the product.'
Prj-8 - PR-435,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100\% of the time that malicious data is input into the product.'
Prj-8 - PR-436,The product shall have the ability to receive automatic software updates as new threats emerge.  100\% of customers will be able to receive automatic software updates transmitted to the installed product.'
Prj-8 - PR-437,The language of the product shall accommodate all of the target market countries. 90\% of survey respondents from each target market country will find that the language of the product is acceptable.'
Prj-8 - PR-438,The product shall be able to display calendar dates and times according to the user's locale.  90\% of survey respondents from each target market country will find that the date and time formatting of the product is correct.'
Prj-8 - PR-439,The product must be developed with the J2SE/J2EE programming language libraries'
Prj-8 - PR-440,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.'
Prj-8 - PR-441,The System shall allow for a minimum of  6 users to work at the same time.'
Prj-8 - PR-442,The System shall utilize currently owned computer equipment.'
Prj-8 - PR-443,The System shall be able to automatically backup business data and restore them on demand.'
Prj-8 - PR-444,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.'
Prj-8 - PR-445,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.'
Prj-8 - PR-446,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.'
Prj-8 - PR-447,The System shall not require additional third party licenses resulting in royalty fees.'
Prj-8 - PR-448,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.'
Prj-8 - PR-449,Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.'
Prj-8 - PR-450,"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.'"
Prj-8 - PR-451,"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.'"
Prj-8 - PR-452,System shall let existing customers log into the website with their email address and password in under 5 seconds.'
Prj-8 - PR-453,System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.'
Prj-8 - PR-454,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.'
Prj-8 - PR-455,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.'
Prj-8 - PR-456,System shall let the administrator add/remove categories on the website in under 5 minutes.'
Prj-8 - PR-457,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.'
Prj-8 - PR-458,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.'
Prj-8 - PR-459,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.'
Prj-8 - PR-460,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.'
Prj-8 - PR-461,The website design should be modern  clean  and concise.'
Prj-8 - PR-462,The product should be able to be used by 90\% of novice users on the Internet.'
Prj-8 - PR-463,Users should only have to navigate through a maximum of 4 pages  to create an account with the website.'
Prj-8 - PR-464,Users should be able to access their streaming movies in under 2 clicks after logging into the website.'
Prj-8 - PR-465,An anonymous survey will show that 70\% of customers are comfortable purchasing streaming movies after 2 weeks using the website.'
Prj-8 - PR-466,An anonymous survey will show that 95\% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.'
Prj-9 - PR-467,The product shall retain the customer's buying preferences and information.'
Prj-9 - PR-468,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.'
Prj-9 - PR-469,The product shall use symbols and words that are naturally understandable by users familiar with websites'
Prj-9 - PR-470,The website will use standard Internet conventions when interacting with the user.'
Prj-9 - PR-471,Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.'
Prj-9 - PR-472,"When purchasing a streaming movie via pre-paid card or credit card, the processing time should have a maximum response time of 15 seconds.'"
Prj-9 - PR-473,When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.)'
Prj-9 - PR-474,While streaming a movie  buffering should only occur if there is latency in the user's connection.'
Prj-9 - PR-475,All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.'
Prj-9 - PR-476,The website shall be available for use 24 hours per day  365 days per year.'
Prj-9 - PR-477,The website shall achieve 99.5\% up time.'
Prj-9 - PR-478,All movies shall be streamed on demand  at any time of the day.'
Prj-9 - PR-479,The website shall continue to operate if the streaming server goes down.'
Prj-9 - PR-480,The website shall continue to operate if the payment gateway goes down.'
Prj-9 - PR-481,The streaming server will support 50 simultaneous streaming connections.'
Prj-9 - PR-482,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.'
Prj-9 - PR-483,The server will support a maximum of 1 000 simultaneous users.'
Prj-9 - PR-484,The website shall be capable of supporting 100 000 customers.'
Prj-9 - PR-485,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.'
Prj-9 - PR-486,All aspects of the website shall be accessed by a web browser over the Internet.'
Prj-9 - PR-487,The same hardware supporting the current website will be used to support the new system.'
Prj-9 - PR-488,We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.'
Prj-9 - PR-489,Website must interface with the CyberSource API to process credit card transactions.'
Prj-9 - PR-490,Website must be fully operational with MSN TV2.'
Prj-10 - PR-491,Movies shall be encoded and streamed via Windows Media Player 9.0.'
Prj-10 - PR-492,Movies shall be encoded for 56k and 256k streams.'
Prj-10 - PR-493,Promotional updates to the website should take a day to update.'
Prj-10 - PR-494,Izogn Administrator must be able to update the category listings on the website within 2 minutes.'
Prj-10 - PR-495,Izogn Administrator must be able to add new products to the website within 2 minutes.'
Prj-10 - PR-496,The system will provide a 24 hour 800 toll free number for support to its customers.'
Prj-10 - PR-497,The website will provide a help section with answers and solutions to common problems.'
Prj-10 - PR-498,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.'
Prj-10 - PR-499,The product shall be able to be installed in the specified environment within 1 working day.'
Prj-10 - PR-500,Only registered customers can purchase streaming movies.'
Prj-10 - PR-501,A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.'
Prj-10 - PR-502,Only authorized personnel can access customer records in the database.'
Prj-10 - PR-503,Only administrators can activate a pre-paid card.'
Prj-10 - PR-504,Only authorized personnel can access sales information.'
Prj-10 - PR-505,The website shall prevent its data from being corrupted when incorrect data is entered in.'
Prj-10 - PR-506,The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.'
Prj-10 - PR-507,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.'
Prj-10 - PR-508,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.'
Prj-10 - PR-509,The system shall notify customers of changes to its information policy.'
Prj-10 - PR-510,The system shall reveal private information only in compliance with the organization's information policy.'
Prj-10 - PR-511,All customer information will be stored on a secure database  accessible only to authorized personnel.'
Prj-10 - PR-512,All credit card information will be encrypted in the database.'
Prj-10 - PR-513,The streaming server will have anti-virus software to prevent infection of malicious viruses.'
Prj-10 - PR-514,The website should cater to all tribes in Nigeria.'
Prj-10 - PR-515,The website shall not be offensive to religious or ethnic groups.'
Prj-10 - PR-516,The website should appeal to all Africans  not only Nigerians.'
Prj-10 - PR-517,The website should use Flash to provide animation on the home page.'
Prj-10 - PR-518,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.'
Prj-10 - PR-519,The website will comply with W3C standards.'
Prj-10 - PR-520,The PHP code will comply with PEAR standards.'
Prj-10 - PR-521,Total lead cycle time must be completed in 5 minutes for 90\% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99\% of lead volume during off business hours.'
Prj-10 - PR-522,No lead evaluation will complete in a time period longer than 25 seconds for 97\% of all leads processed.'
Prj-10 - PR-523,For leads that process longer than 25 seconds the system will record the event and duration'
Prj-10 - PR-524,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.'
Prj-10 - PR-525,The lead washing process will operate within the established physical web service structure.'
Prj-10 - PR-526,The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.'
Prj-10 - PR-527,Defect reports will be available to technical units on a 24x7 basis.'
Prj-10 - PR-528,Washing parameters will be updated during scheduled maintenance hours.'
Prj-10 - PR-529,The product shall simulate the look of ships at sea.'
Prj-10 - PR-530,The product shall display the grids within a circle as a view from a periscope.'
Prj-10 - PR-531,The product shall display each type of ship in a grid using an image of the specific type of ship.'
Prj-10 - PR-532,When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.'
Prj-10 - PR-533,When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.'
Prj-10 - PR-534,When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.'
Prj-10 - PR-535,When a ship is sunk  the product shall simulate the sound of a sinking ship.'
Prj-10 - PR-536,The product shall be available 24 hours per day  seven days per week.'
Prj-10 - PR-537,The product shall able to handle a large number of games simultaneously.'
Prj-10 - PR-538,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95\% of responses and no more than 4\% for the remaining responses.'
Prj-10 - PR-539,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.'
Prj-10 - PR-540,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.'
Prj-10 - PR-541,The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.'
Prj-10 - PR-542,The product shall provide players no access to information that might reveal the identity of another player'
Prj-10 - PR-543,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95\% of responses and no more than 4\% for the remaining responses.'
Prj-11 - PR-544,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.'
Prj-11 - PR-545,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.'
Prj-11 - PR-546,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90\% of the time and no more than 5 seconds the rest of the time.'
Prj-11 - PR-547,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90\% of the time.'
Prj-11 - PR-548,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90\% of the time.'
Prj-11 - PR-549,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.'
Prj-11 - PR-550,The system must be available for use between 7:00AM and 11:59PM all days of the year.'
Prj-11 - PR-551,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.'
Prj-11 - PR-552,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.'
Prj-11 - PR-553,The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.'
Prj-11 - PR-554,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.'
Prj-11 - PR-555,The interface shall have a simple look. In the interface and usability survey  90\% of beta testers must report that the interface is adequately simple.'
Prj-11 - PR-556,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80\% of beta testers must report that the interface is appealing.'
Prj-12 - PR-557,The product shall provide GUI based Monitoring Services. System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.'
Prj-12 - PR-558,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.'
Prj-12 - PR-559,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.'
Prj-12 - PR-560,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99\% of the time.'
Prj-12 - PR-561,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)'
Prj-12 - PR-562,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications'
Prj-12 - PR-563,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.'
Prj-12 - PR-564,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds'
Prj-12 - PR-565,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.'
Prj-12 - PR-566,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.'
Prj-12 - PR-567,The product shall be available 99\% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99\% of the time for regular business days.'
Prj-12 - PR-568,The product shall be robust.The product shall have fault avoidance based on standards adoption.'
Prj-12 - PR-569,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.'
Prj-12 - PR-570,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.'
Prj-12 - PR-571,The product shall be platform independent.The product shall enable access to any type of development environment and platform.'
Prj-12 - PR-572,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.'
Prj-12 - PR-573,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.'
Prj-12 - PR-574,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.'
Prj-12 - PR-575,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.'
Prj-12 - PR-576,The product shall have security.The product shall provide authentication  and authorization.'
Prj-12 - PR-577,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.'
Prj-12 - PR-578,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.'
Prj-13 - PR-579,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.'
Prj-13 - PR-580,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.'
Prj-13 - PR-581,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports'
Prj-13 - PR-582,The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface'
Prj-13 - PR-583,The system must use a point and click interface. 100\% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard'
Prj-13 - PR-584,The interface shall be easy to use. 90\% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.'
Prj-13 - PR-585,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report)'
Prj-13 - PR-586,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90\% of the system usage and navigation.'
Prj-13 - PR-587,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100\% of CCR users before system deployment (based on a CCR user being available)'
Prj-13 - PR-588,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.'
Prj-13 - PR-589,The WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95\% of the time IBM's internal intranet W3 is available.'
Prj-13 - PR-590,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.'
Prj-13 - PR-591,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.'
Prj-13 - PR-592,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.'
Prj-13 - PR-593,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.'
Prj-13 - PR-594,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.'
Prj-13 - PR-595,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation'
