id,requirement
QuRE-532,The fixation of the component in the common back housing of the display cluster shall be adjusted with the supplier of the assembly.
QuRE-533,"The supplier of the component shall be able and disposed to tune all visual, haptic or acoustic properties of the component with the client and other suppliers of the client enabling a common appearance of the assembly."
QuRE-534,"The CID shall be adjusted to the instrument cluster appearance (glass with black printing, trim ring of chrom and backhousing) to guarantee a common look."
QuRE-535,DanTe is the common defect management infrastructure prescribed by the client to the contractor.
QuRE-536,In modules with AM and FM1 amplifiers both circuits shall be phantom fed via the common coaxial cable.
QuRE-537,However a common off-the-shelf navigation core module shall be used.
QuRE-538,"It defines a number of wiring and signaling standards for the Physical Layer of the OSI networking model, through means of network access at the Media Access Control (MAC) / Data Link Layer, and a common addressing format."
QuRE-539,"In order to protect both types with a common PCB layout, the TCU shall support both microphone types using the same circuits."
QuRE-540,"The common requirements for the development or series production of component parts, modules, systems or components (referred to as ""component"" in the following) are listed in the document [LH-3791]."
QuRE-541,The common set of features is shared between all telematics generations (Telematic) of the OEM.
QuRE-542,Each audio stage shall be developed in a way that all audio stage ouputs share a common ground potential.
QuRE-543,The component shall realize the two mirror microphone inputs with a common ground line.
QuRE-544,"All signal names of a common system should start with the same keyword, e.g. engine speed equal eng_spd or engine torque equal eng_trq."
QuRE-545,"In addition to these common gateway requirements, special requirements for emission related ECUs have to be observed and implemented."
QuRE-546,These were the descriptions of the common properties of DTCs and PDTCs.
QuRE-547,The behavior of the DC / DC converter and the power electronic in case of HV Under- / Overvoltage is subject of the common specification during the first project phase.
QuRE-548,"The common requirements for the development or series production of component parts, modules, systems or components (referred to as ""component"" in the following) are listed in the document ""OEM 310 001: Common Requirements Pertaining to the Component Requirement Specifications"" (see Chapter ""Other Applicable Documents"")."
QuRE-549,The point of origin defines a common reference point between the A-Side and B-Side drawings.
QuRE-550,For the development of the powertrain software on vehicle side a common understanding of the battery is required in some detail.
QuRE-551,"If for packaging reasons, it is not possible to have a common part for all model series, a flexible solution should be found."
QuRE-552,"Main objective of the component as specified with these requirement specifications is to provide a light weight, thus durable, alternative to the common lead acid starter battery for those vehicle applications highly weight sensitive and to contribute to improved fuel efficiency and reduced carbon dioxide emissions."
QuRE-553,"The common idea is to have two variables called DLMLevel and DLMPTCLevel, which describe how many consumers are disabled."
QuRE-554,"2. If the monitoring of the common alarm input is deactivated: NOT M:Common Alarm Input Monitoring Active while the timer is running, the execution of the function is terminated."
QuRE-555,The common alarm input is deactivated: NOT M:Common Alarm Input Active.
QuRE-556,The execution of the function is immediately terminated when the monitoring of the common alarm input is deactived: NOT M:Common Alarm Input Monitoring Active
QuRE-557,"The MTF framework shall use a common communication middleware which is used for communication via Interface 1 (between applications and the HMI) and selected Platform Interfaces (between applications and other applications and system services, for example audio management)."
QuRE-558,"In the end of signal processing, the microphone signals are mixed to one common signal."
QuRE-559,"If CCC certification is applied, certification is required for all component variants and for all subcomponents (substructure parts) of these components that have been defined as replacement parts (see requirements ID CRQ-363 in the Common Requirements [OEM 310 00x])."
QuRE-560,General specifications of the CAD product data are described in the Common Requirements [OEM 310 00x].
QuRE-561,"The ID is contained in the field ""Common Name"" (CN) of Scc_ProvisioningCertificate."
QuRE-562,"The Common Power Train Controller is a controller for the HV system, and a CAN gateway between the powertrain bus and the interior bus."
QuRE-563,"The basis for the electrical system requirements is the Common Specification ""Electric and Electronic Components in Motor Vehicles up to 3,5t General Requirements, Test Conditions and Tests"" [LH-5411]."
QuRE-564,The basis for the electrical system requirements is the Common Specification SPEC 10615-1 Draft 3: Electrical System Performance Requirements for Electric and Electronic Components.
QuRE-565,"On expiration of the timer, monitoring of the Common Alarm Input is to be activated and the execution of the function is to be stopped:"
QuRE-566,The Common Alarm Input remains in the monitoring until deactivation of the VTA.)
QuRE-567,The implementation of the function is done by the `` Common Alarm Input ''.
QuRE-568,The function sets a signal that incorporates the `` Common Alarm Input '' into the monitoring.
QuRE-569,Monitoring of the `` Common Alarm Input '' must be enabled by a parameter.
QuRE-570,Note: A universally applicable digital alarm input is designated as the `` Common Alarm Input ''.
QuRE-571,Function `` Activate Monitoring of Common Alarm Input '' is in state `` Delay Monitoring ''.
QuRE-572,See also OEM 310 001 Common requirements pertaining to the CRSP v5.2.1_2008-09-19
QuRE-573,The general requirements regarding the quality of a component are defined in the document entitled `` Common Requirements Pertaining to the Component Requirement Specifications '' [LH-3791].
QuRE-574,The ppm agreements are defined in `` Common Requirements Pertaining to the Component Requirement Specifications '' [LH-3791] in Section CRQ-273 `` ppm Agreements (Delivery Quality) ''.
QuRE-575,"The contractor shall present a test plan (as in `` Common Requirements Pertaining to the Component Requirement Specifications '' [LH-3791], Chapter `` Testing of E / E and Software '') which includes resource estimation at quation time and shall maintain the plan throught the quation phase."
QuRE-576,"In deviation of Chapter CRQ-1982 `` Test Reports '' in the `` Common Requirements Pertaining to the Component Requirement Specifications '' [LH-3791], the test report should additonally cover the: implementation status of all features and a documentation of the kown defects."
QuRE-577,"The common safety requirements must be fulfilled, according to the FMVSS and ECE 21 by the contractor."
QuRE-578,"The ppm agreements are definded in ""Common Requirements Pertaining to the component Requirement specification [LH-3791] in section CRQ-273 ""ppm Agreements (Delivery Quality)""."
QuRE-579,The contractor shall present frequently during common project meetings between contractor and client current state of actions.
QuRE-580,The auxiliary audio input line shall be realized / implemented with a common mode rejection ratio (CMRR) of greater than 70 dB.
QuRE-581,The assignment of drivers and front passengers HMI to the left or right view of the SplitView display (for left and right hand driving cars) shall be configurable either via CVI (common vehicle information) or diagnosis variant coding.
QuRE-582,General specifications of the CAD product data are described in the Common Requirements [OEM 310 00x].
QuRE-583,"The operating conditions shall be discussed and defined during common meetings between the supplier, the OEM Component responsible TCU and the OEM EMC responsible (refer to chap.)"
QuRE-584,"Also see document ""Common Requirements"", Chapter entitled ""Identification of Test Parts"", for the required information on the label."
QuRE-585,"In addition to common quality requirements, specification ""Standardlastenheft QM Batterie_Li-Ion"" must be fulfilled by the contractor"
QuRE-586,Activation of the VTA and non active common alarm input: M:VTA active AND NOT M:Common Alarm Input Active
QuRE-587,"If the timer is running and common alarm input is active: M:Common Alarm Input Active, the execution of the function is to be ended and can be restarted by deactivating the input: NOT M:Common Alarm Input Active"
QuRE-588,Function `` Activate Monitoring of Common Alarm Input '' is in state `` Delay Monitoring ''.
QuRE-589,OEM wants to establish a common software framework called OEM Telematics framework (MTF).
QuRE-590,When VCC receives in the signal the request to `` stop '' it shall perform a common transition to ''stop? (see VC-241).
QuRE-591,The oscillation comfort of the total vehicle concerning roadway/engine and wheel-excited oscillations must be on the level of the comparable series vehicle.
QuRE-592,The noise level may be higher in no operating condition than with the comparable base vehicle.
QuRE-593,"In all modes of operation, the noise level must not be greater than that of the comparable base vehicle."
QuRE-594,The TEM shall in no use case have a higher acoustic output than the comparable internal combustion base vehicle.
QuRE-595,"The performance of the Navigation function shall be state-of-the-art and in particular comparable to (high-end) PNDs on the consumer market after 2014 (e.g. TomTom, Garmin, Navigon, Medion, Falk, etc.)."
QuRE-596,Following equipment may be used but is only a recommendation; comparable equipment may also be used:
QuRE-597,The supplier could use an internal test report template if the provided information is comparable to the requested information according to the OEM template
QuRE-598,"The tolerance data on the left of the double lines must be kept by the control elements, if this close to comparable control elements,"
QuRE-599,"The tolerance data on the left of the double lines must be kept by the control elements, if this close to comparable control elements, e.g. in the same component or in two close together convenient components are blocked."
QuRE-600,The probe temperatures are not comparable to the required application temperature in the engine.
QuRE-601,Stationary or moving pickup trucks without trailer have to be classified as CAR because these exhibit a lateral dynamic comparable to passenger cars.
QuRE-602,"Non-flashable modules (comparable to a BIOS) are not described in this section, as changes in these modules are only permissible along with new hardware development steppings (B,B/C,C stepping)."
QuRE-603,The supplier has to agree all constraints by the dashboard mounting slot in detail with the OEM after awarding of contract.
QuRE-604,"3. Route Monitor Mode: While driving on motorways, detailed information about upcoming facilities, exits, traffic incidents, etc. All items displayed may be interacted with (e.g. create a detour that starts at the next exit or quickly adding an upcoming restaurant as a stopover)."
QuRE-605,`` MetaCore_Development Process '' [EXT_Player_MC_SDP] is a UML specification contain flowchart and extended detail descriptions for handling MetaCore development.
QuRE-606,The contractor shall be prepared that the dimensions will change in detail.
QuRE-607,"In particular, all measurement boundary conditions, for example supply voltages, input signals and bus messages, shall be listed in detail for each and every test step and the measuring accuracies and sampling rates shall be defined for the parameters to be measured."
QuRE-608,This document does not focus on details.
QuRE-609,"In general, SCC provides additional environmental data that allow to analyse the reason for the failure in more detail."
QuRE-610,Details will be specified jointly.
QuRE-611,The original papers in every detail and sample phase have to be presented to and inspected from customer.
QuRE-612,For the development of the powertrain software on vehicle side a common understanding of the battery is required in some detail.
QuRE-613,"Unit numbers: all required prototype samples with their detail MRDs will be maintained by a separate file, and shared with supplier."
QuRE-614,Details to be discussed via Logistic.
QuRE-615,"Submittal of a change request project memo shall include an unambiguous clear technical description of the requested change including any details required for understanding reason, purpose and impact of the requested change as well as a risk assessment with regards of component timing, cost, quality, safety, weight, function and performance."
QuRE-616,The test-results shall be made available to the client in detail.
QuRE-617,Details regarding management of error handling can be found in the DPRS.
QuRE-618,In order to reduce the complexity of the project plan it is allowed to have less level of detail for the work packages which are planned to start in more than 2 months.
QuRE-619,The supplier shall propose an electronic control unit concept and describe the details with quotation.
QuRE-620,"It does not define protocol, interconnect, or connector details because these details are application-specific."
QuRE-621,The details are to be coordinated with the client
QuRE-622,The details must be coordinated with the client prior to the start of the project.
QuRE-623,The details concerning EROTAN have to be implemented according to the EROTAN chapter of AV OBDAL [DI-1130].
QuRE-624,The details on the SCO module integration process shall be agreed on between the contractor and client during a workshop upon project start.
QuRE-625,(the details will be provided later)
QuRE-626,The details must be agreed on with OEM.
QuRE-627,For details refer to component requirement specification.
QuRE-628,"For details see chapter ""Variant Coding"" MMS5-2648."
QuRE-629,For details of measurement tools see FBR-3217!
QuRE-630,For details see STET-3579.
QuRE-631,"For details see ""System Specification Telematic5STAR1 HU High Audio Handling"" [RD3602]"
QuRE-632,"For details see ""Feature List Telematic5STAR1 HU High Tuner"" [RD3568]"
QuRE-633,"For details see ""Feature List Telematic5STAR1 HU Entry Tuner"" [RD3593]."
QuRE-634,"The number of menus and the hierarchical structure depends strongly on the number of features requested (for more details, see feature requests in this document)."
QuRE-635,"For details see chapter ""CTA-cable detect""."
QuRE-636,"For details see chapter ""Connected Device Features"" (FPla-242)"
QuRE-637,For all functional details refer to FeatureList of Player Application.
QuRE-638,For details see the diagnostics specification.
QuRE-639,Note: For details please refer to the Diagnostic Specification [RD4693].
QuRE-640,For details see the applicable LIN definition file (LDF) [RD3137].
QuRE-641,"The TCU shall connect to the Head Unit Hang Up Button using the ExtKI protocol, for details see the ExtKI specification [RD2206]."
QuRE-642,"The TCU shall connect to the Steering Wheel Hang Up Button using the associated CAN message, for detail see the applicable K-Matrix."
QuRE-643,"The TCU shall connect to the numeric key pad using the ExtKI protocol, for details see the ExtKI specification [RD2206]."
QuRE-644,"For details see specification ""Wireless Subsystem"" [RD 2461]."
QuRE-645,For details see Specification Wireless Subsystem BR342 [RD2459].
QuRE-646,"Start / Stop supported (down to 6,3 V) SPEC 10615 ""For details see [RD2083]"""
QuRE-647,For details see [RD2459] (System Specification BR342 Wireless Subsystem).
QuRE-648,For details about operation modes see Specification Wireless Subsystem BR342 [RD2459].
QuRE-649,"For details see picture ""Emergency line Level1 content"""
QuRE-650,For details of this Service see the latest Candela File.
QuRE-651,For details refer to the respective component specifications.
QuRE-652,"For details see [PLGW_R-109] chapter ""Delivery / handling of provisioning certificates"" [SCC-3363]."
QuRE-653,"For details see [PLGW_R-109] chapter ""Provisioning certificates"" [SCC-3365]."
QuRE-654,"For details see [PLGW_R-109] chapter ""MAC address configuration"" [SCC-2891]."
QuRE-655,"If a condition to activate the PLC chipset is present (for details see [PLGW_R-109] chapter ""Starting the PLC modem"" [SCC-6187]) the component shall go to state ""PLC enabled""."
QuRE-656,"For details see Subfunction ""Forward data to SCC"" [PLGW-5937]."
QuRE-657,"For details see [PLGW_R-109] chapter ""Setting of SCC installation flag"" [SCC-5674]."
QuRE-658,For details see [PLGW_R-109] chapters `` Generation of Scc_15118MessagingControl enable '' [SCC-6317] and `` Generation of Scc_15118MessagingControl disable '' [SCC-7145].
QuRE-659,"For details see chapter ""Subfunction"" Signal generation: SC_ActivationTime1Display_V2_MM `` '' [PLGW-2155]"
QuRE-660,"For details see ""SCO module memory requirements"" [PLGW-5099]."
QuRE-661,"For details refer to specification ""Masterdatenblatt Verdampferplatte - Batteriekühlung"""
QuRE-662,For details refer to the appropriate VMM.
QuRE-663,"- relaxation behaviour vs temperature and SOC in relation to the capacity determined (HVBATT-23435), for more details see chapter Test related for Specific parts / Characterization of Cell"
QuRE-664,"For details regarding accuracy and sampling rate see chapter ""Measured Battery Current"" [HVBATT-18002] and [HVBATT-18005]."
QuRE-665,For details refer to SPEC 10746 (DPRS).
QuRE-666,"For details refer to specification ""Masterdatenblatt Verdampferplatte - Batteriekühlung"", see [HVB3_R-136]."
QuRE-667,Pedestrian Protection Sensors (PPS): For details see SPEC LV 27 (2008-10)
QuRE-668,Pressure Sensors: For details see SPEC LV 29 (2008-10)
QuRE-669,"For details see ""Technical Specifications for Diagnosis""."
QuRE-670,The latest Buckle sensor specification shall be referenced for detail regarding sensor output characteristics.
QuRE-671,Up-front sensors (UFS): For details see SPEC LV 27 (2008-10
QuRE-672,"The diagnostic information supported on the control-unit side, such as fault codes, measured values, etc. shall be described in detail with regard to the diagnostic services used and the data transferred with them, including the conversion method."
QuRE-673,"The subcomponents of the Rear Displays are described in detail in chapter ""Component architecture / compoent design"" [LH-580D]."
QuRE-674,"The pin is described in detail in chapter LH-870 ""Pin Assignment""."
QuRE-675,"The subcomponents of the component are described in detail in chapter ""Component architecture / component design""."
QuRE-676,"The OBC is responsible for all detection of all its errors, corresponding de- / mature criterias and debouncing, as described in detail in chapter ""OBD"" [OBC-4285]."
QuRE-677,"The following tests are described in detail in chapter [OBC-3366] ""Electrical tests""."
QuRE-678,The tests shall be done in accordance with IEC 61000-6-2 on the HV-DC connections as described below in more detail.
QuRE-679,Functional State A is not achieved or the requirements described in more detail in the specification are not fulfilled.
QuRE-680,"The requirements for OBD diagnostics are described in detail in chapter ""OBD"" [OBC-4285]."
QuRE-681,"The Secondary-OBD-Control-Unit is responsible for handling all of its errors, (error detection, check of all release conditions, debouncing, etc.), as described in detail in chapter `` OBD '' [OBC-4285]."
QuRE-682,If not specified in more detail all SOC-values are refering to the physical borders of the battery system.
QuRE-683,Specific messages related to network management and diagnosis are not mentioned in detail because these messages are explained in the corresponding standards.
QuRE-684,The contractor shall describe in detail the individual phases of the E / E development process which leads to the creation of a sample status.
QuRE-685,These options will be explained in greater detail in subsequent sections.
QuRE-686,In this chapter the requirements of the basic function described in Chapter 8.2 regarding the discharge of the intermediate circuit capacitor are described in more detail.
QuRE-687,"The components included in delivery (airbag central unit, peripheral crash sensors, peripheral pressure sensors) are specified in detail in own chapters."
QuRE-688,"The system shall provide the ability to enter or edit the telephone number used for a `` OEM Workshop '' call according to restrictions for entering or editing telephone numbers specified in detail within the telephone application, see chapter (`` Phone '')."
QuRE-689,The PNM-functions are separated in different blocks which are described in detail below.
QuRE-690,All functional tests are described in detail in Chapter `` Testing and Validation - Functional Test ''.
QuRE-691,The FR communication interface is described in the component interface specification `` FBR_Gen4_Schnittstellenlastenheft '' in detail.
QuRE-692,The system requirements specification has reached a state where the operation of the system Vitality Coach is described in detail.
QuRE-693,Hardware release where the contractor gives detailed information about the implementation state of all planed features (according feature rollout) and change requests to the client.
QuRE-694,"The Software Quality Gate ""Qualification"" specifies a date in advance to every Software and / or Hardware release where the contractor gives detailed information about the qualification state of all implemented features (according feature rollout) and change requests to the client."
QuRE-695,"The Software Quality Gate ""Delivery"" specifies the date of every Software and / or Hardware release where the contractor gives detailed information about the release to the client."
QuRE-696,The CAN transceivers for CAN shall be selected according to `` FV CAN Networking Details '' [RD2240]
QuRE-697,"The electrical interfaces of the subcomponents are described in chapter ""Interface Details"" and the hardware requirements are described in detail in chapter ""Electrical / Electronical Hardware"" [LH-591 ampere)."
QuRE-698,The ESD requirements for CAN transceivers are specified in the further applicable document `` FV CAN Networking Details '' [A342 000 16 99].
QuRE-699,"The ESD requirements for Flexray, LIN and CAN transceivers are specified in the further applicable documents `` FlexRay Networking Details '' [LH-3927], `` LIN 2.1 Network Requirements '' [LH-2209] and `` FV CAN Networking Details '' [LH-2208]."
QuRE-700,"For the selection of transceivers / SBCs (System Basis Chips), or integrated semiconductor elements with network interface, Function Specification `` FlexRay Networking Details '' [LH-3927] shall be observed for FlexRay."
QuRE-701,The component has to be designed for end node assignment (see FlexRay Networking Details A3420001599).
QuRE-702,"Refer to referenced doc ""Presentation WSS technical details"" for current project: see WSS-1930, WSS-1929, WSS-1861, WSS-1859"
QuRE-703,Details are described within the ParkMan ECU specification document.
QuRE-704,The following details must be defined between the contractor and the client in the beginning of development:
QuRE-705,"For details on short and long pushing and pressing see ""Feature List Telematic5STAR1 HU Entry Main"" [RD3582]."
QuRE-706,"For example, skipping to a new track on a disc is performed on the remote; on the HU / FU display, the updated track details are shown (e.g. ID3 Tag info, cover art, track play time)."
QuRE-707,"After the fixation of the technology the materials, surfaces and colours will be defined in detail according to the MDS-process."
QuRE-708,Details are defined within player specification.
QuRE-709,For details about wireless subsystems follow the following specifications:
QuRE-710,"For details about video processing and transmission see ""System Specification Telematic5STAR1 HU Entry Video Processing and Transmission"" [RD3649]."
QuRE-711,For details concerning Software Quality Gates see separate chapter.
QuRE-712,For details on content of the CAN message see section FMBeC-1113 in the FL OEM Ecall [RD4421]
QuRE-713,"See internet for more details (for example Subversion, GIT, Perforce ,..)"
QuRE-714,"The details described in Other Applicable Document SPEC LV 124-2, Appendix A [LH-5383] shall be taken into account when conducting the tests."
QuRE-715,"The details of this block are described in the sub chapter below ""ECU Specific Environmental Data"" [DI-109]."
QuRE-716,"For Details, Failure Type etc see CandelaFile."
QuRE-717,The detail tests with conditions are defined in the following.
QuRE-718,Details see test plan.
QuRE-719,Details shall be confirmed between customer and client.
QuRE-720,The settings have to be agreed in detail between client and contractor.
QuRE-721,Details are described in DTC table.
QuRE-722,Details in agreement with the client.
QuRE-723,Details can be found in section 8.6.5.7.15 HVIL [HVC_OEM-153].
QuRE-724,Execution of the oil test and details have to be discussed with the client.
QuRE-725,Required details are to be discussed with OEM.
QuRE-726,"Labelling details: brief description of labelling content, e.g."
QuRE-727,Side Crash Sensors: For details see SPEC LV 27 (2008-10)
QuRE-728,"Please refer to the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528] for details."
QuRE-729,"For all other CAN failures please refer the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528]] for details."
QuRE-730,"Please refer the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528] for details."
QuRE-731,Please see the corresponding tecnical reference sheet for details regarding ordering of the information.
QuRE-732,(see HVBATT-23811 for details)
QuRE-733,See the appropriate AUTOSAR specification for details.
QuRE-734,- DTC 0x1D27 is set (see diagnostic specification file .cdd for details)
QuRE-735,Refer to current diagnostic data file (e.g. cdd) for details.
QuRE-736,See SPEC LV 123 (`` Reference List for Client Specifications '' [HVBATT R-111]) for details.
QuRE-737,See SPEC LV 123 for details.
QuRE-738,If sensors usses daisy chain see PSI 5 specification v 1.3 for details (adressing).
QuRE-739,"If the OCM_Frm1 message is no longer received (LIN-timeout) see the ""Technical Specifications for Algorithms"" for details."
QuRE-740,Please refer the `` Diagnostic Specification Central Display Telematic5 '' [DSPC-4585] for details.
QuRE-741,For all other CAN failures please refer the `` Diagnostic Specification Central Display Telematic5 '' [DSPC-4585] for details.
QuRE-742,See diagnostic specification for details.
QuRE-743,Condition: According specified field of views; see [MMS213-74] for details.
QuRE-744,Condition: According function requirements; see [MMS213-74] for details.
QuRE-745,Further details: see [SPEC 10284-1] section 11.
QuRE-746,For further details of packaging see FBR5-6671!
QuRE-747,The Contractor shall add necessary implementation details to the Specification.
QuRE-748,Further details are specified in the following document:
QuRE-749,The goal of Technical Specification is to inform the Client about implementation details of the system.
QuRE-750,"For further details see ""System Specification Telematic5STAR1 HU High Wireless Subsystem"" [RD3625]"
QuRE-751,"For further details see ""System Specification Telematic5STAR1 HU Entry Wireless Subsystem"" [RD3651]."
QuRE-752,"It does not define protocol, interconnect, or connector details because these details are application-specific."
QuRE-753,3. Store contact details of a received SMS or e-mail to the address book application.
QuRE-754,For further details on the ARMADA airbag sensor and the other sensors please contact EP / EKA
QuRE-755,"Further details: see ""EMC Requirements - component tests (Passenger Cars and Vans)"" [LH-3787] section 6."
QuRE-756,"Further details: see ""EMC Performance Requirements - Components Test (Passenger Cars and Vans"" [SPEC 10284-2] section 10."
QuRE-757,For further details see Specification Wireless Subsystem WSub-795 [RD2459].
QuRE-758,For further details see [RD2876] and [RD2112].
QuRE-759,For further details see ISO / IEC 15417 [RD2875].
QuRE-760,For further details see datasheet of KLR3012 [RD2424].
QuRE-761,For further details please contact Kleer.
QuRE-762,Further details are shown in RCU5E-2629.
QuRE-763,"For further details see Chapter CRQ-1759 ""Critical Parts Management (CPM)"" of the ""Common Requirements Pertaining to the Component Requirement Specifications"" [LH-3791]."
QuRE-764,"For particular features, it may be required to specify further details during this workshop."
QuRE-765,For further details see [RD2459].
QuRE-766,"For further details, see ""EMC Requirements - Component Tests (Passenger Cars and Light Commercial Vehicles"" [LH-3787] Chapter 6."
QuRE-767,"For further details, including on discharge points, see `` EMC Requirements - Component Tests (Passenger Cars and Vans '' [LH-3787] Chapter 19."
QuRE-768,"Further details: see ""EMC Requirements - vehicle tests"" [LH-3785] section 5."
QuRE-769,In this chapter detail requirements referring to OEM SDD Spec. are given (see DI-13).
QuRE-770,Further details: see seconds.
QuRE-771,"Traceability needs to be ensure for the product, further details via Quality workshop."
QuRE-772,For further details see SCC-DIS-3979.
QuRE-773,For further details see SCC-DIS-3979
QuRE-774,Note: For further details see SCC-DIS-3979
QuRE-775,GenChallenge information received in Payment details response and used in AuthorizationRequest
QuRE-776,If this parameter is false no internet details will be requested.
QuRE-777,If this parameter is TRUE certificate details will be requested.
QuRE-778,"Further details: see ""IEC 61000-6-3"""
QuRE-779,"For further details, see IEC 61000-6-2."
QuRE-780,Further details for the control measures of the HV components in case of an interlock event and the timing shall be designed according to the specification of the OEM.
QuRE-781,"For further details regarding position within the NvM Block and meaning of the parameter refer to PLGW_R-107, technical reference of SCC."
QuRE-782,See also chapter Pseudo Random Number Generator (PRNG) [PLGW-3505] for further details.
QuRE-783,"PWM interface details have to be discussed with the customer (frequency, resolution, range of duty cycle, etc)."
QuRE-784,"Further details: see ""EMC Performance Requirements - Vehicle"" [LH-3785] chapter 12."
QuRE-785,Further details on proposed ADC and task timing and interrupt strategy is provided in the SWIO Specification.
QuRE-786,Further details on proposed PWM strategy is provided in the SW Specification.
QuRE-787,Further details: see SPEC 10284-1 DRAFT: EMC Requirements - vehicle tests> section 5.
QuRE-788,Further details: see Draft SPEC 10284-1 section 12.
QuRE-789,"Further details: see ""EMC Requirements - component tests"" SPEC 10284-2 section 10."
QuRE-790,For further details refer to the appropriate network VMM.
QuRE-791,For test details which are not given in the following short test description refer to Freedom Car Abuse Test Manual.
QuRE-792,Further details are listed in chapter 8.6.15 EMC Requirements.
QuRE-793,Further details regarding HV-Interface in agreement with the client.
QuRE-794,"All details regarding - not limited to - bottom hold down rails, side ledges for automated handling and cover details shall be designed as specified with EN 50342-2:2007."
QuRE-795,"Additional details indicating how a fault is to be set, stored, and cleared are to be determined by the supplier and OEM and must comply with the DTC criteria document."
QuRE-796,"Details concerning the operating modes, operating loads (e.g. actuation, original sensors, original actuators or replacement circuitry) and the required boundary conditions shall be coordinated between the contractor and client and documented."
QuRE-797,"The corresponding parameters, including their specification limits, must be defined in detail for the component by the contractor, coordinated with the client and documented in the technical specifications or in the component test specifications."
QuRE-798,"The parameter set and details of the measurements (resolution, sampling rate, etc.) must be coordinated with the client and documented in the technical specifications or in the component test specifications."
QuRE-799,"Details on replicating the installation situation (installation position, covers, trim, operating situations and in repair / maintenance) are to be proposed by the supplier and agreed on with OEM and documented in an appropriate manner (through design drawings and / or photos, for example) in the technical specification (supplier) or in the component test specification."
QuRE-800,Dimensional details and requirements as illustrated shall be applicable for both positive and negative main terminal.
QuRE-801,The Defect Manager shall be familiar with the details of the documented defects in the contractors defect management system.
QuRE-802,More details and network management signals or diagnostic signals are documented in the OEM Vehicle Message Matrix.
QuRE-803,Details of the end of line alignment process depending on the component have to be agreed with OEM development and production.
QuRE-804,"For details of ""measurement interface"" see also FBR5-8954!"
QuRE-805,"Details about the protocols used (UDP, SOME-IP, headers, End2End safeguarding, service delivery etc.) are defined in the K-Matrix and the delivered ECU Extracts, genereted with the OEM XDIS tool."
QuRE-806,The Test Manager shall be familiar with the details of the defined test strategy and shall motivate and justify the test strategy to the client.
QuRE-807,The Test Manager shall be familiar with the details of the progress and results of the tests over all integration levels and answer to the client on these issues.
QuRE-808,Details of display-related functional requirements see document [RD4384].
QuRE-809,The supplier has to agree to details of geometry with the client after component awarding.
QuRE-810,The supplier shall agree to all details of component styling after awarding of contract.
QuRE-811,Details of non-functional requirements of the display modules see document [RD4383].
QuRE-812,The goal of Technical Specification is to inform the Client about implementation details of the system.
QuRE-813,The contractor shall document the root causes for all occurring software errors and details about the removal of the error in the error tracking system (DANTE).
QuRE-814,"For details about ""Kleer"" technology please refere to chapter ""Kleer"""
QuRE-815,"For details about required WLAN interface see also chapter ""WLAN""."
QuRE-816,"For details about required Bluetooth interface see also chapter ""Bluetooth""."
QuRE-817,"For details of the audio management in the telematics system and the component, see the specification `` System Specification BR342 HU High Audio Handling '' [RD2381]."
QuRE-818,"For details of digital video interfaces see ""System Specification Telematic5STAR1 HU High LVDS Physical Layer"" [RD3615]."
QuRE-819,"For details about video processing and transmission (also splitview processing) see ""System Specification Telematic5STAR1 HU High Video Processing and Transmission"" [RD3623]"
QuRE-820,"For details about switching off terminal 30g and other specific implementation regulations please refer to ""System Specification Telematic5STAR1 HU Voltage and Temperature"" [RD3650]."
QuRE-821,For Details about the support of GSM / GPRS radio technology the document `` Remote Vehicle Data Access '' [RD4117] shall be mandatory.
QuRE-822,"For details about additional logging requirements, the document ""Remote Vehicle Data Access"" [RD4117] shall be mandatory."
QuRE-823,"All details of technical values according to ambient temperature of 23°C ± 5°C (RT) and nominal voltage of 13,5 V ± 0,5 V at the ECU."
QuRE-824,The details of the attachment are to be clarified with the client during the development process.
QuRE-825,Here are details about process and required format.
QuRE-826,Details of the signal group and the application ID are within the actual CAN matrix.
QuRE-827,Information: For details of the GLZP sensor see the HW-specification
QuRE-828,The details of the stator hub and the interface between the stator lamination / stacks shall be designed by the supplier.
QuRE-829,The details of the windings shall be designed by the supplier.
QuRE-830,The details of the rotor assembly and the tolerance design between the rotor lamination / stacks and the rotor hub shall be designed by the supplier.
QuRE-831,The details of the mounting the magnet as well as tolerance design between the magnets and the rotor lamination / stacks shall be designed by the supplier.
QuRE-832,The details of the rotor carrier and the tolerance design between the rotor lamination stack and the rotor carrier is designed by the customer.
QuRE-833,The details of the interface between the rotor hub and the rotor segments (laminations / stack) shall be designed by the contractor.
QuRE-834,The details of the interface to the transmission parts shall be designed by client Required manufacturing indexing features will be developed the supplier to support supplier manufacturing processes.
QuRE-835,The position sensor rotor is developed by the customer. The details of the position sensor rotor and the tolerance design between the positions sensor carrier and the position sensor rotor is designed by the customer.
QuRE-836,The details of the position sensor carrier and the tolerance design between the positions sensor carrier and the position sensor rotor is designed by the customer.
QuRE-837,The details of the bolts and the tolerance design and mounting location between rotor hub flange and rotor hub is designed by the customer.
QuRE-838,The details of the circuit design and their dimensions shall be coordinated with the client.
